doi,title,publisher,publication_year,cited_by_count,pdf_url,open_access,download_status
10.1038/s41586-020-2208-x,Enhanced ferroelectricity in ultrathin films grown directly on silicon,Nature Portfolio,2020,829,,True,Pending
10.1002/aenm.201903879,Atomic‐Level Reactive Sites for Semiconductor‐Based Photocatalytic CO<sub>2</sub> Reduction,Wiley,2020,401,,False,Pending
10.3390/nano10112316,A Review of Carbon Dots Produced from Biomass Wastes,Multidisciplinary Digital Publishing Institute,2020,399,https://www.mdpi.com/2079-4991/10/11/2316/pdf?version=1606109364,True,Pending
10.1016/j.joule.2020.07.015,Hydrovoltaic Energy on the Way,Elsevier BV,2020,235,http://www.cell.com/article/S2542435120303330/pdf,True,Pending
10.1021/acsnano.0c07089,Regulating Electron–Hole Separation to Promote Photocatalytic H<sub>2</sub> Evolution Activity of Nanoconfined Ru/MXene/TiO<sub>2</sub> Catalysts,American Chemical Society,2020,217,,False,Pending
10.1016/j.ijhydene.2020.05.090,Recent progress in structural development and band engineering of perovskites materials for photocatalytic solar hydrogen production: A review,Elsevier BV,2020,155,,False,Pending
10.1002/aenm.202003016,Interfacial Engineering for Improved Photocatalysis in a Charge Storing 2D Carbon Nitride: Melamine Functionalized Poly(heptazine imide),Wiley,2020,151,,True,Pending
10.1016/j.snb.2020.129218,Atomic layer deposition of ZnO on SnO2 nanospheres for enhanced formaldehyde detection,Elsevier BV,2020,149,,False,Pending
10.3390/catal10020227,Synthesis and Surface Modification of TiO2-Based Photocatalysts for the Conversion of CO2,Multidisciplinary Digital Publishing Institute,2020,144,https://www.mdpi.com/2073-4344/10/2/227/pdf?version=1581679726,True,Pending
10.1021/acs.accounts.0c00084,Mechanisms of Thermal Atomic Layer Etching,American Chemical Society,2020,137,https://pubs.acs.org/doi/pdf/10.1021/acs.accounts.0c00084,True,Pending
10.1016/j.mssp.2020.105546,3D printed CuO semiconducting gas sensor for ammonia detection at room temperature,Elsevier BV,2020,124,,False,Pending
10.1021/acsanm.0c00120,Surface Functionalization of 2D Transition Metal Oxides and Dichalcogenides via Covalent and Non-covalent Bonding for Sustainable Energy and Biomedical Applications,American Chemical Society,2020,122,,False,Pending
10.1021/acs.chemmater.9b04647,Inherently Selective Atomic Layer Deposition and Applications,American Chemical Society,2020,120,,False,Pending
10.1002/inf2.12146,Nickel oxide thin films grown by chemical deposition techniques: Potential and challenges in next‐generation rigid and flexible device applications,Wiley,2020,120,,True,Pending
10.1063/1.5125637,Integration of polycrystalline Ga2O3 on diamond for thermal management,American Institute of Physics,2020,119,,True,Pending
10.1016/j.jallcom.2020.155585,Performance improvement of amorphous Ga2O3 ultraviolet photodetector by annealing under oxygen atmosphere,Elsevier BV,2020,96,,False,Pending
10.1002/aelm.202000057,A van der Waals Synaptic Transistor Based on Ferroelectric Hf<sub>0.5</sub>Zr<sub>0.5</sub>O<sub>2</sub> and 2D Tungsten Disulfide,Wiley,2020,95,,True,Pending
10.1021/acs.chemmater.0c02798,Effects of Al Precursors on Deposition Selectivity of Atomic Layer Deposition of Al<sub>2</sub>O<sub>3</sub> Using Ethanethiol Inhibitor,American Chemical Society,2020,82,,False,Pending
10.1021/acs.nanolett.0c02951,Uniform High-k Amorphous Native Oxide Synthesized by Oxygen Plasma for Top-Gated Transistors,American Chemical Society,2020,60,,True,Pending
10.1016/j.addma.2020.101556,Metal-plastic hybrid 3D printing using catalyst-loaded filament and electroless plating,Elsevier BV,2020,53,,True,Pending
10.1116/6.0000035,"New strategies for conformal, superconformal, and ultrasmooth films by low temperature chemical vapor deposition",American Institute of Physics,2020,44,,False,Pending
10.1002/admi.202001549,Selective Area Growth and Transfer of High Optical Quality MoS<sub>2</sub> Layers,Wiley,2020,28,,False,Pending
10.1021/acs.langmuir.0c01974,Substrate-Dependent Study of Chain Orientation and Order in Alkylphosphonic Acid Self-Assembled Monolayers for ALD Blocking,American Chemical Society,2020,27,,True,Pending
10.1002/admi.202001493,Area‐Selective Growth of HfS<sub>2</sub> Thin Films via Atomic Layer Deposition at Low Temperature,Wiley,2020,18,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202001493,True,Pending
10.1021/acs.langmuir.0c02512,Precise Definition of a “Monolayer Point” in Polymer Brush Films for Fabricating Highly Coherent TiO<sub>2</sub> Thin Films by Vapor-Phase Infiltration,American Chemical Society,2020,16,,False,Pending
10.3390/catal10111298,Surface Modification of Catalysts via Atomic Layer Deposition for Pollutants Elimination,Multidisciplinary Digital Publishing Institute,2020,13,https://www.mdpi.com/2073-4344/10/11/1298/pdf,True,Pending
10.1002/admt.202000657,Gas‐Phase 3D Printing of Functional Materials,Wiley,2020,36,,True,Pending
10.1016/j.apsusc.2020.148247,Enhanced selectivity of atomic layer deposited Ru thin films through the discrete feeding of aminosilane inhibitor molecules,Elsevier BV,2020,32,,False,Pending
10.1021/acsami.9b14596,Area-Selective ALD of Ru on Nanometer-Scale Cu Lines through Dimerization of Amino-Functionalized Alkoxy Silane Passivation Films,American Chemical Society,2020,30,,False,Pending
10.1016/j.jcis.2020.09.087,SERS-active linear barcodes by microfluidic-assisted patterning,Elsevier BV,2020,27,https://www.sciencedirect.com/science/article/pii/S0021979720312765,True,Pending
10.1002/pssr.202000533,Area‐Selective Atomic Layer Deposition of MoS<sub>2</sub> using Simultaneous Deposition and Etching Characteristics of MoCl<sub>5</sub>,Wiley,2020,11,,False,Pending
10.3390/molecules25163735,Designing Nanoparticles and Nanoalloys for Gas-Phase Catalysis with Controlled Surface Reactivity Using Colloidal Synthesis and Atomic Layer Deposition,Multidisciplinary Digital Publishing Institute,2020,17,https://www.mdpi.com/1420-3049/25/16/3735/pdf?version=1597486412,True,Pending
10.1088/1361-6528/ab8590,Grid-type transparent conductive thin films of carbon nanotubes as capacitive touch sensors,IOP Publishing,2020,15,https://iopscience.iop.org/article/10.1088/1361-6528/ab8590/pdf,True,Pending
10.1038/s41598-020-71717-0,Micro-sized thin-film solar cells via area-selective electrochemical deposition for concentrator photovoltaics application,Nature Portfolio,2020,15,https://www.nature.com/articles/s41598-020-71717-0.pdf,True,Pending
10.1063/5.0021038,Subtractive patterning: High-resolution electrohydrodynamic jet printing with solvents,American Institute of Physics,2020,13,,False,Pending
10.1116/1.5144501,Area-selective chemical vapor deposition of cobalt from dicobalt octacarbonyl: Enhancement of dielectric-dielectric selectivity by adding a coflow of NH3,American Institute of Physics,2020,12,,False,Pending
10.1021/acs.chemmater.0c03335,ZrO<sub>2</sub> Monolayer as a Removable Etch Stop Layer for Thermal Al<sub>2</sub>O<sub>3</sub> Atomic Layer Etching Using Hydrogen Fluoride and Trimethylaluminum,American Chemical Society,2020,12,,False,Pending
10.1016/j.apsusc.2020.145987,Aluminium oxide formation via atomic layer deposition using a polymer brush mediated selective infiltration approach,Elsevier BV,2020,9,https://ars.els-cdn.com/content/image/1-s2.0-S0169433220307431-ga1_lrg.jpg,True,Pending
10.1116/1.5141355,Impact of thermodynamic fluctuations and pattern size on the nucleation behavior during area selective deposition,American Institute of Physics,2020,8,,True,Pending
10.1116/6.0000655,Control of ion energy during plasma enhanced atomic layer deposition: A new strategy for the modulation of TiN growth delay on SiO2,American Institute of Physics,2020,7,,False,Pending
10.1021/acs.jpclett.0c03248,Thermodynamic Phase-like Transition Effect of Molecular Self-assembly,American Chemical Society,2020,5,,False,Pending
10.1116/6.0000653,Origin of area selective plasma enhanced chemical vapor deposition of microcrystalline silicon,American Institute of Physics,2020,4,,True,Pending
10.1002/adom.202000325,Reversibly Programmable Photonics via Responsive Polyelectrolyte Multilayer Cladding,Wiley,2020,4,,True,Pending
10.1116/6.0000021,Control of ion-flux and ion-energy in direct inductively coupled plasma reactor for interfacial-mixing plasma-enhanced atomic layer deposition,American Institute of Physics,2020,5,,False,Pending
10.1016/j.ultramic.2020.112952,Selective growth of platinum nanolines by helium ion beam induced deposition and atomic layer deposition,Elsevier BV,2020,3,,False,Pending
10.1117/12.2551492,Plasma halogenated a-C:H as growth inhibiting layer for ASD of titanium oxide,,2020,2,,False,Pending
10.1116/6.0000642,Area-selective aerosol jet fog deposition: Advancing large-area and sustainable fabrication,American Institute of Physics,2020,2,,False,Pending
10.1016/j.mseb.2020.114808,Enabling bottom-up nanoelectronics fabrication by selective sol–gel dielectric-on-dielectric deposition,Elsevier BV,2020,1,,False,Pending
10.1002/admt.202070074,Gas‐Phase 3D Printing: Gas‐Phase 3D Printing of Functional Materials (Adv. Mater. Technol. 12/2020),Wiley,2020,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202070074,True,Pending
10.1109/iitc47697.2020.9515666,Wafer Surface Control for Ru Capping on Cu interconnect,,2020,1,,False,Pending
10.1021/acs.jpca.9b08723,Performance and Cost Assessment of Machine Learning Interatomic Potentials,American Chemical Society,2020,881,,True,Pending
10.1063/1.5142999,"Recent progress on the electronic structure, defect, and doping properties of Ga2O3",American Institute of Physics,2020,537,https://aip.scitation.org/doi/pdf/10.1063/1.5142999,True,Pending
10.1038/s41467-019-13437-2,Cascade surface modification of colloidal quantum dot inks enables efficient bulk homojunction photovoltaics,Nature Portfolio,2020,272,https://www.nature.com/articles/s41467-019-13437-2.pdf,True,Pending
10.1002/smll.202002454,InP Quantum Dots: Synthesis and Lighting Applications,Wiley,2020,271,,False,Pending
10.1016/j.apcatb.2020.118882,Facile synthesis and photocatalytic efficacy of UiO-66/CdIn2S4 nanocomposites with flowerlike 3D-microspheres towards aqueous phase decontamination of triclosan and H2 evolution,Elsevier BV,2020,239,,False,Pending
10.1016/j.jconrel.2020.12.023,Metal-doped and hybrid carbon dots: A comprehensive review on their synthesis and biomedical applications,Elsevier BV,2020,216,,False,Pending
10.1116/1.5088582,Status and prospects of plasma-assisted atomic layer deposition,American Institute of Physics,2019,206,https://avs.scitation.org/doi/pdf/10.1116/1.5088582,True,Pending
10.1002/adfm.201908762,Core/Shell Quantum Dots Solar Cells,Wiley,2020,204,,False,Pending
10.1016/j.nanoen.2020.104959,Surface sites engineering on semiconductors to boost photocatalytic CO2 reduction,Elsevier BV,2020,198,,False,Pending
10.1021/acs.chemmater.8b04926,"Area-Selective Atomic Layer Deposition Assisted by Self-Assembled Monolayers: A Comparison of Cu, Co, W, and Ru",American Chemical Society,2019,181,,False,Pending
10.1016/j.heliyon.2020.e04568,Graphene oxide based coconut shell waste: synthesis by modified Hummers method and characterization,Elsevier BV,2020,173,http://www.cell.com/article/S2405844020314122/pdf,True,Pending
10.1002/smll.202005231,Carbon–Graphitic Carbon Nitride Hybrids for Heterogeneous Photocatalysis,Wiley,2020,170,,False,Pending
10.1002/adfm.201910005,Thin‐Layered Photocatalysts,Wiley,2020,166,,False,Pending
10.1016/j.apsusc.2020.146356,Noble-metal-free CdS/Ni-MOF composites with highly efficient charge separation for photocatalytic H2 evolution,Elsevier BV,2020,151,,False,Pending
10.1021/acs.analchem.9b05553,One-Step Fabrication of Functional Carbon Dots with 90% Fluorescence Quantum Yield for Long-Term Lysosome Imaging,American Chemical Society,2020,126,,False,Pending
10.31635/ccschem.020.202000491,"Covalent Organic Frameworks for Energy Conversions: Current Status, Challenges, and Perspectives",Chinese Chemical Society,2020,126,,True,Pending
10.1021/acs.accounts.0c00381,"Metal Chalcogenide Supertetrahedral Clusters: Synthetic Control over Assembly, Dispersibility, and Their Functional Applications",American Chemical Society,2020,121,,False,Pending
10.1016/s1872-2067(20)63612-9,Bi quantum dots implanted 2D C-doped BiOCl nanosheets: Enhanced visible light photocatalysis efficiency and reaction pathway,Elsevier BV,2020,114,,False,Pending
10.1116/1.5054285,Functional model for analysis of ALD nucleation and quantification of area-selective deposition,American Institute of Physics,2019,112,,False,Pending
10.1016/s1872-2067(19)63496-0,In-situ decoration of metallic Bi on BiOBr with exposed (110) facets and surface oxygen vacancy for enhanced solar light photocatalytic degradation of gaseous n-hexane,Elsevier BV,2020,106,,False,Pending
10.1016/j.apsusc.2020.147233,PVP surfactant-modified flower-like BiOBr with tunable bandgap structure for efficient photocatalytic decontamination of pollutants,Elsevier BV,2020,104,,False,Pending
10.1021/acs.chemmater.9b00193,Area-Selective Deposition of Ruthenium by Combining Atomic Layer Deposition and Selective Etching,American Chemical Society,2019,103,,True,Pending
10.1016/j.jmst.2020.02.061,In2O3-(OH) /Bi2MoO6 S-scheme heterojunction for enhanced photocatalytic performance,Elsevier BV,2020,103,,False,Pending
10.1002/adom.201901808,Black Silicon Photodetector with Excellent Comprehensive Properties by Rapid Thermal Annealing and Hydrogenated Surface Passivation,Wiley,2020,97,,False,Pending
10.1016/j.jallcom.2020.154642,Enhanced bactericidal performance of nickel oxide-zinc oxide nanocomposites synthesized by facile chemical co-precipitation method,Elsevier BV,2020,95,,False,Pending
10.1021/acsnano.9b09101,Fluorescence and Optical Activity of Chiral CdTe Quantum Dots in Their Interaction with Amino Acids,American Chemical Society,2020,95,https://pubs.acs.org/doi/pdf/10.1021/acsnano.9b09101,True,Pending
10.1021/acs.chemmater.8b03165,Area-Selective Atomic Layer Deposition of ZnO by Area Activation Using Electron Beam-Induced Deposition,American Chemical Society,2019,86,,True,Pending
10.1021/acs.chemmater.9b01143,Integrated Isothermal Atomic Layer Deposition/Atomic Layer Etching Supercycles for Area-Selective Deposition of TiO<sub>2</sub>,American Chemical Society,2019,82,,False,Pending
10.1021/acs.chemmater.8b03852,Nucleation Enhancement and Area-Selective Atomic Layer Deposition of Ruthenium Using RuO<sub>4</sub> and H<sub>2</sub> Gas,American Chemical Society,2019,43,,True,Pending
10.1039/c9tc04091a,Impact of SiO<sub>2</sub> surface composition on trimethylsilane passivation for area-selective deposition,Royal Society of Chemistry,2019,43,,True,Pending
10.1002/admi.201900896,Defect Mitigation in Area‐Selective Atomic Layer Deposition of Ruthenium on Titanium Nitride/Dielectric Nanopatterns,Wiley,2019,23,,True,Pending
10.1116/1.5066437,Area-selective atomic layer deposition of cobalt oxide to generate patterned cobalt films,American Institute of Physics,2019,18,,False,Pending
10.7567/1347-4065/ab163e,Rethinking surface reactions in nanoscale dry processes toward atomic precision and beyond: a physics and chemistry perspective,Institute of Physics,2019,18,,True,Pending
10.1109/ted.2019.2946101,Demonstration of 40-nm Channel Length Top-Gate p-MOSFET of WS<sub>2</sub> Channel Directly Grown on SiO$_{{x}}$ /Si Substrates Using Area-Selective CVD Technology,Institute of Electrical and Electronics Engineers,2019,10,,False,Pending
10.1116/1.5049361,Area selective deposition of TiO2 by intercalation of plasma etching cycles in PEALD process: A bottom up approach for the simplification of 3D integration scheme,American Institute of Physics,2019,35,,True,Pending
10.1002/ppap.201900127,TiO<sub>2</sub> thin film patterns prepared by chemical vapor deposition and atomic layer deposition using an atmospheric pressure microplasma printer,Wiley,2019,34,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ppap.201900127,True,Pending
10.1002/smtd.201800508,"Lithography Compatible, Flexible Micro‐Organic Light‐Emitting Diodes by Template‐Directed Growth",Wiley,2019,18,,False,Pending
10.1016/j.rinp.2019.02.047,Area-selective electrodeposition of micro islands for CuInSe2-based photovoltaics,Elsevier BV,2019,9,,True,Pending
10.1016/j.apsusc.2019.01.107,Self-focusing SIMS: A metrology solution to area selective deposition,Elsevier BV,2019,15,,False,Pending
10.1021/acsami.9b11927,Printing “Smart” Inks of Redox-Responsive Organometallic Polymers on Microelectrode Arrays for Molecular Sensing,American Chemical Society,2019,15,https://pubs.acs.org/doi/pdf/10.1021/acsami.9b11927,True,Pending
10.1021/acs.chemmater.9b01271,Area-Selective Atomic Layer Deposition of Crystalline BaTiO<sub>3</sub>,American Chemical Society,2019,12,,False,Pending
10.1116/1.5124100,Photoassisted atomic layer deposition of oxides employing alkoxides as single-source precursors,American Institute of Physics,2019,11,,True,Pending
10.1088/1361-6463/ab60e8,Analysis of Al and Cu salt infiltration into a poly 2-vinylpyridine (P2vP) polymer layer for area selective deposition applications,Institute of Physics,2019,8,,False,Pending
10.1116/1.5080119,Extending the compositional diversity of films in area selective atomic layer deposition through chemical functionalities,American Institute of Physics,2019,7,,False,Pending
10.1117/12.2519845,Area-selective atomic layer deposition of dielectric-on-dielectric for Cu/low-k dielectric patterns,,2019,5,,False,Pending
10.1016/j.surfcoat.2019.04.088,Templated electroless nickel deposition for patterning applications,Elsevier BV,2019,9,,False,Pending
10.1149/09203.0025ecst,Area-Selective Deposition by a Combination of Organic Film Passivation and Atomic Layer Deposition,Institute of Physics,2019,9,,False,Pending
10.1116/1.5115769,Surface characterization of poly-2-vinylpyridine—A polymer for area selective deposition techniques,American Institute of Physics,2019,8,,True,Pending
10.1117/12.2515177,Scatterometry and AFM measurement combination for area selective deposition process characterization,,2019,4,,False,Pending
10.1541/ieejsmas.140.31,Area-selective Cu Film Growth on TiN and SiO&lt;sub&gt;2&lt;/sub&gt; by Supercritical Fluid Deposition,Institute of Electrical Engineers of Japan,2019,2,,False,Pending
10.1038/s41467-018-08169-8,Control of MXenes’ electronic properties through termination and intercalation,Nature Portfolio,2019,1198,https://www.nature.com/articles/s41467-018-08169-8.pdf,True,Pending
10.1002/adma.201807660,Dual Cocatalysts in TiO<sub>2</sub> Photocatalysis,Advanced Materials,2019,1177,,False,Pending
10.1021/acs.chemrev.8b00558,Halide Perovskites: Is It All about the Interfaces?,American Chemical Society,2019,522,,True,Pending
10.1038/s41928-019-0334-y,Uniform and ultrathin high-κ gate dielectrics for two-dimensional electronic devices,Nature Portfolio,2019,412,,False,Pending
10.1021/acs.chemmater.8b03454,From the Bottom-Up: Toward Area-Selective Atomic Layer Deposition with High Selectivity,American Chemical Society,2018,387,,True,Pending
10.1021/acsami.9b14310,Amorphous IGZO TFT with High Mobility of ∼70 cm<sup>2</sup>/(V s) via Vertical Dimension Control Using PEALD,American Chemical Society,2019,299,,False,Pending
10.1038/s41586-019-1239-7,Lattice anchoring stabilizes solution-processed semiconductors,Nature Portfolio,2019,283,,False,Pending
10.1021/acsphotonics.9b00845,Si-Based GeSn Photodetectors toward Mid-Infrared Imaging Applications,American Chemical Society,2019,229,,False,Pending
10.3389/fchem.2019.00179,"Hierarchy of Hybrid Materials—The Place of Inorganics-in-Organics in it, Their Composition and Applications",Frontiers Media,2019,227,https://www.frontiersin.org/articles/10.3389/fchem.2019.00179/pdf,True,Pending
10.1016/j.apcatb.2019.04.012,"Engineering MPx (M = Fe, Co or Ni) interface electron transfer channels for boosting photocatalytic H2 evolution over g-C3N4/MoS2 layered heterojunctions",Elsevier BV,2019,224,,False,Pending
10.1038/s41560-019-0345-y,Binary molecular-semiconductor p–n junctions for photoelectrocatalytic CO2 reduction,Nature Portfolio,2019,206,,True,Pending
10.1021/acssuschemeng.8b05374,Template-Free One-Step Synthesis of g-C<sub>3</sub>N<sub>4</sub> Nanosheets with Simultaneous Porous Network and S-Doping for Remarkable Visible-Light-Driven Hydrogen Evolution,American Chemical Society,2019,162,,False,Pending
10.1038/s41467-019-08369-w,Ultra-high on-chip optical gain in erbium-based hybrid slot waveguides,Nature Portfolio,2019,159,https://www.nature.com/articles/s41467-019-08369-w.pdf,True,Pending
10.31635/ccschem.019.20190048,Skin-Inspired Electronics Enabled by Supramolecular Polymeric Materials,Chinese Chemical Society,2019,158,https://www.chinesechemsoc.org/doi/pdf/10.31635/ccschem.019.20190048,True,Pending
10.1016/j.apcatb.2019.118466,Nano-layer based 1T-rich MoS2/g-C3N4 co-catalyst system for enhanced photocatalytic and photoelectrochemical activity,Elsevier BV,2019,158,,False,Pending
10.1016/j.apcatb.2019.117827,Enhancing optical absorption and charge transfer: Synthesis of S-doped h-BN with tunable band structures for metal-free visible-light-driven photocatalysis,Elsevier BV,2019,150,,False,Pending
10.1016/j.mattod.2019.09.003,State-of-the-art advancements of crystal facet-exposed photocatalysts beyond TiO2: Design and dependent performance for solar energy conversion and environment applications,Elsevier BV,2019,149,,True,Pending
10.1038/s41566-019-0391-9,Graphene–semiconductor heterojunction sheds light on emerging photovoltaics,Nature Portfolio,2019,138,,False,Pending
10.1021/acs.chemmater.8b02774,Area-Selective Atomic Layer Deposition Using Si Precursors as Inhibitors,American Chemical Society,2018,122,,False,Pending
10.1021/jacs.9b02061,Universal Oxide Shell Growth Enables in Situ Structural Studies of Perovskite Nanocrystals during the Anion Exchange Reaction,American Chemical Society,2019,119,,True,Pending
10.1021/acsami.9b05626,Oxygen-Defective Ultrathin BiVO<sub>4</sub> Nanosheets for Enhanced Gas Sensing,American Chemical Society,2019,117,,False,Pending
10.1016/j.envint.2019.02.030,In suit inducing electron-donating and electron-withdrawing groups in carbon nitride by one-step NH4Cl-assisted route: A strategy for high solar hydrogen production efficiency,Elsevier BV,2019,115,,True,Pending
10.1116/1.5113631,Atomic layer deposition of silicon-based dielectrics for semiconductor manufacturing: Current status and future outlook,American Institute of Physics,2019,113,https://avs.scitation.org/doi/pdf/10.1116/1.5113631,True,Pending
10.1016/j.snb.2019.126917,Enhanced triethylamine sensing performance of α-Fe2O3 nanoparticle/ZnO nanorod heterostructures,Elsevier BV,2019,110,,False,Pending
10.1016/j.apcatb.2019.04.036,Reactive sites rich porous tubular yolk-shell g-C3N4 via precursor recrystallization mediated microstructure engineering for photoreduction,Elsevier BV,2019,109,,False,Pending
10.1021/acsenergylett.8b01661,Acid-Compatible Halide Perovskite Photocathodes Utilizing Atomic Layer Deposited TiO<sub>2</sub> for Solar-Driven Hydrogen Evolution,American Chemical Society,2019,107,,True,Pending
10.1021/acs.chemmater.9b01688,"Atomic Layer Deposition of Emerging 2D Semiconductors, HfS<sub>2</sub> and ZrS<sub>2</sub>, for Optoelectronics",American Chemical Society,2019,106,,True,Pending
10.1021/acsnano.8b09794,Halide Ligands To Release Strain in Cadmium Chalcogenide Nanoplatelets and Achieve High Brightness,American Chemical Society,2019,105,,True,Pending
10.1021/acsami.9b13682,"In Situ Synthesis, Characterization, and Catalytic Performance of Polypyrrole Polymer-Incorporated Ag<sub>2</sub>MoO<sub>4</sub>Nanocomposite for Detection and Degradation of Environmental Pollutants and Pharmaceutical Drugs",American Chemical Society,2019,103,,False,Pending
10.1038/s41563-019-0485-2,Collective topo-epitaxy in the self-assembly of a 3D quantum dot superlattice,Nature Portfolio,2019,102,,False,Pending
10.1016/j.apcatb.2019.01.057,Insights into photocatalytic inactivation mechanism of the hypertoxic site in aflatoxin B1 over clew-like WO3 decorated with CdS nanoparticles,Elsevier BV,2019,97,,False,Pending
10.1002/admt.201900064,Etching Techniques in 2D Materials,Wiley,2019,92,,False,Pending
10.1021/acs.chemmater.8b00017,"Area-Selective Atomic Layer Deposition of TiN, TiO<sub>2</sub>, and HfO<sub>2</sub> on Silicon Nitride with inhibition on Amorphous Carbon",American Chemical Society,2018,78,,False,Pending
10.1116/1.5025688,Vapor-deposited octadecanethiol masking layer on copper to enable area selective Hf3N4 atomic layer deposition on dielectrics studied by <i>in situ</i> spectroscopic ellipsometry,American Institute of Physics,2018,52,,True,Pending
10.3390/coatings9010005,Influence of the Geometric Parameters on the Deposition Mode in Spatial Atomic Layer Deposition: A Novel Approach to Area-Selective Deposition,Multidisciplinary Digital Publishing Institute,2018,37,https://www.mdpi.com/2079-6412/9/1/5/pdf?version=1546498416,True,Pending
10.1021/acs.jpcc.8b04092,Enabling Large-Area Selective Deposition on Metal-Dielectric Patterns using Polymer Brush Deactivation,American Chemical Society,2018,24,,True,Pending
10.1021/acsami.8b12584,Local Structure and Point-Defect-Dependent Area-Selective Atomic Layer Deposition Approach for Facile Synthesis of p-Cu<sub>2</sub>O/n-ZnO Segmented Nanojunctions,American Chemical Society,2018,24,,True,Pending
10.1016/j.tsf.2018.01.016,Inherently area-selective hot-wire assisted atomic layer deposition of tungsten films,Elsevier BV,2018,14,https://www.sciencedirect.com/science/article/pii/S0040609018300245,True,Pending
10.1016/j.jcis.2019.10.074,Building organosilica hybrid nanohemispheres via thiol-ene click reaction on alumina thin films deposited by atomic layer deposition (ALD),Elsevier BV,2019,7,,False,Pending
10.1117/12.2515178,Localized power spectral density analysis on atomic force microscopy images for advanced patterning applications,,2019,4,,False,Pending
10.1016/j.ceramint.2019.07.319,RETRACTED: BaZrO3/Au and BaZrO3/Au-Pd hetero-structures: The characteristics and mechanism for their photocatalytic performance,Elsevier BV,2019,5,,False,Pending
10.1002/adfm.201907860,Nanoscale Selective Passivation of Electrodes Contacting a 2D Semiconductor,Wiley,2019,5,,True,Pending
10.1109/vlsi-tsa.2018.8403864,Approaches and opportunities for area-selective atomic layer deposition,,2018,4,,False,Pending
10.1149/2.0561814jes,Nanoscale Raman Imaging with Nanogold-Topped AFM Probes Fabricated by Area-Selective Electroless Deposition,Institute of Physics,2018,1,,False,Pending
10.1109/vlsi-tsa.2019.8804679,Electron Enhanced Atomic Layer Deposition (EE-ALD),,2019,1,,False,Pending
10.2494/photopolymer.31.431,Reactive Monolayers in Directed Additive Manufacturing - Area Selective Atomic Layer Deposition,The Society of Photopolymer Science and Technology (SPST),2018,2,https://www.jstage.jst.go.jp/article/photopolymer/31/3/31_431/_pdf,True,Pending
10.1117/12.2513211,Etch aware computational patterning in the era of atomic precision processing,,2019,2,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10963/1096304/Etch-aware-computational-patterning-in-the-era-of-atomic-precision/10.1117/12.2513211.pdf,True,Pending
10.1002/sdtp.12232,P‐77: Area‐Selective Atomic Layer Deposition Using Inkjet‐printed Fluorocarbon Patterns as Mask Layers,Wiley,2018,1,,False,Pending
10.1149/ma2019-02/24/1138,Area-Selective Atmospheric-Pressure Spatial ALD of SiO<sub>2</sub> Using Interleaved Back-Etch Steps Yielding Selectivity &gt; 10 Nanometer,Institute of Physics,2019,1,,False,Pending
10.1021/acsomega.8b03039,Application of Plasmon-Induced Lithography for Creation of a Residual-Free Pattern and Simple Surface Modifications,American Chemical Society,2019,1,,True,Pending
10.1002/adma.201801369,Hollow Nanostructures for Photocatalysis: Advantages and Challenges,Advanced Materials,2018,750,,False,Pending
10.1016/j.apcatb.2018.08.053,Ag3PO4/Ti3C2 MXene interface materials as a Schottky catalyst with enhanced photocatalytic activities and anti-photocorrosion performance,Elsevier BV,2018,619,,False,Pending
10.1016/j.talanta.2018.12.042,"A review on nanostructured carbon quantum dots and their applications in biotechnology, sensors, and chemiluminescence",Elsevier BV,2018,455,,False,Pending
10.1021/acscatal.7b04323,Consciously Constructing Heterojunction or Direct Z-Scheme Photocatalysts by Regulating Electron Flow Direction,American Chemical Society,2018,365,,False,Pending
10.1016/j.nanoen.2018.05.053,Local spatial charge separation and proton activation induced by surface hydroxylation promoting photocatalytic hydrogen evolution of polymeric carbon nitride,Elsevier BV,2018,300,,False,Pending
10.1021/acsenergylett.8b01562,Impact of Surfaces on Photoinduced Halide Segregation in Mixed-Halide Perovskites,American Chemical Society,2018,257,,True,Pending
10.1016/j.snb.2018.09.095,Room temperature toluene gas sensor based on TiO2 nanoparticles decorated 3D graphene-carbon nanotube nanostructures,Elsevier BV,2018,210,,False,Pending
10.1016/j.joule.2018.07.030,Surface Strategies for Particulate Photocatalysts toward Artificial Photosynthesis,Elsevier BV,2018,194,http://www.cell.com/article/S2542435118303416/pdf,True,Pending
10.1021/acscatal.7b04277,Role of Tungsten Doping on the Surface States in BiVO<sub>4</sub> Photoanodes for Water Oxidation: Tuning the Electron Trapping Process,American Chemical Society,2018,187,,True,Pending
10.1021/acsnano.7b04701,Area-Selective Atomic Layer Deposition of SiO<sub>2</sub> Using Acetylacetone as a Chemoselective Inhibitor in an ABC-Type Cycle,American Chemical Society,2017,184,,True,Pending
10.1021/acscatal.8b02659,Interface Tailoring of Heterogeneous Catalysts by Atomic Layer Deposition,American Chemical Society,2018,161,,False,Pending
