doi,title,publication_year,cited_by_count,citation_normalized_percentile,pdf_url,open_access,source,priority,download_status
10.1016/j.ensm.2019.12.022,Bifunctional composite separator with a solid-state-battery strategy for dendrite-free lithium metal batteries,2019.0,222,0.99236193,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/adfm.202001812,Reaction Mechanism Optimization of Solid‐State Li–S Batteries with a PEO‐Based Electrolyte,2020.0,220,0.99081246,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41565-022-01162-9,Improving Li-ion interfacial transport in hybrid solid electrolytes,2022.0,219,0.99762552,https://www.nature.com/articles/s41565-022-01162-9.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adfm.202007198,"Asymmetric Polymer Electrolyte Constructed by Metal–Organic Framework for Solid‐State, Dendrite‐Free Lithium Metal Battery",2020.0,218,0.9949624,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adfm.201303147,Complex Hydrides for Electrochemical Energy Storage,2014.0,217,0.99306146,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acs.chemmater.9b01550,Experimental Assessment of the Practical Oxidative Stability of Lithium Thiophosphate Solid Electrolytes,2019.0,216,0.99059698,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/anie.202007621,Materials Design Principles for Air‐Stable Lithium/Sodium Solid Electrolytes,2020.0,216,0.9908397,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202105329,High Energy Density Solid State Lithium Metal Batteries Enabled by Sub‐5 µm Solid Polymer Electrolytes,2021.0,216,0.99551608,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/anie.202217581,New Oxyhalide Solid Electrolytes with High Lithium Ionic Conductivity &gt;10 mS cm<sup>−1</sup>for All‐Solid‐State Batteries,2023.0,215,0.9988548,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202217581,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-023-43467-w,Interfacial self-healing polymer electrolytes for long-cycle solid-state lithium-sulfur batteries,2024.0,215,0.99970395,https://www.nature.com/articles/s41467-023-43467-w.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/cm500575q,V<sub>2</sub>O<sub>5</sub> Polysulfide Anion Barrier for Long-Lived Li–S Batteries,2014.0,214,0.99106246,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.202203547,Enabling All‐Solid‐State Li Metal Batteries Operated at 30 °C by Molecular Regulation of Polymer Electrolyte,2023.0,213,0.99883037,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202203547,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.201801433,Perovskite Membranes with Vertically Aligned Microchannels for All‐Solid‐State Lithium Batteries,2018.0,212,0.99487655,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.ensm.2019.08.019,LiF modified stable flexible PVDF-garnet hybrid electrolyte for high performance all-solid-state Li–S batteries,2019.0,212,0.99057996,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1149/2.0441504jes,All Solid-State Lithium–Sulfur Battery Using a Glass-Type P<sub>2</sub>S<sub>5</sub>–Li<sub>2</sub>S Electrolyte: Benefits on Anode Kinetics,2015.0,211,0.99231318,https://iopscience.iop.org/article/10.1149/2.0441504jes/pdf,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41563-023-01792-x,Chemo-mechanical failure mechanisms of the silicon anode in solid-state batteries,2024.0,211,0.99968857,https://www.nature.com/articles/s41563-023-01792-x.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.jpowsour.2012.05.021,The stability of organic solvents and carbon electrode in nonaqueous Li-O2 batteries,2012.0,209,0.99670206,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/srep00715,In Situ Ambient Pressure X-ray Photoelectron Spectroscopy Studies of Lithium-Oxygen Redox Reactions,2012.0,209,0.99266343,https://www.nature.com/articles/srep00715.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1039/c4ta04995k,Origin of non-SEI related coulombic efficiency loss in carbons tested against Na and Li,2014.0,208,0.99076237,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.3389/fenrg.2016.00025,Development of Sulfide Solid Electrolytes and Interface Formation Processes for Bulk-Type All-Solid-State Li and Na Batteries,2016.0,208,0.99076686,https://www.frontiersin.org/articles/10.3389/fenrg.2016.00025/pdf,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41467-020-20463-y,A flexible electron-blocking interfacial shield for dendrite-free solid lithium metal batteries,2021.0,208,0.99619353,https://www.nature.com/articles/s41467-020-20463-y.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41563-022-01264-8,Direct correlation between void formation and lithium dendrite growth in solid-state electrolytes with interlayers,2022.0,208,0.99733482,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1149/1945-7111/abf8d7,Editors’ Choice—Quantifying the Impact of Charge Transport Bottlenecks in Composite Cathodes of All-Solid-State Batteries,2021.0,207,0.99438596,,True,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1038/s41563-023-01693-z,Sequencing polymers to enable solid-state lithium batteries,2023.0,206,0.99876073,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsami.5b01375,Composition and Evolution of the Solid-Electrolyte Interphase in Na<sub>2</sub>Ti<sub>3</sub>O<sub>7</sub> Electrodes for Na-Ion Batteries: XPS and Auger Parameter Analysis,2015.0,203,0.99186051,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/anie.201901582,Stable Conversion Chemistry‐Based Lithium Metal Batteries Enabled by Hierarchical Multifunctional Polymer Electrolytes with Near‐Single Ion Conduction,2019.0,203,0.99495555,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsenergylett.0c00251,Thin and Flexible Solid Electrolyte Membranes with Ultrahigh Thermal Stability Derived from Solution-Processable Li Argyrodites for All-Solid-State Li-Ion Batteries,2020.0,200,0.99165075,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsenergylett.9b00430,Cathode-Supported All-Solid-State Lithium–Sulfur Batteries with High Cell-Level Energy Density,2019.0,198,0.99198219,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsnano.7b07473,Hierarchically Designed 3D Holey C<sub>2</sub>N Aerogels as Bifunctional Oxygen Electrodes for Flexible and Rechargeable Zn-Air Batteries,2017.0,197,0.99130535,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41467-023-39522-1,"A cost-effective, ionically conductive and compressible oxychloride solid-state electrolyte for stable all-solid-state lithium-based batteries",2023.0,197,0.99862589,https://www.nature.com/articles/s41467-023-39522-1.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adfm.201900648,High‐Performance Solid Polymer Electrolytes Filled with Vertically Aligned 2D Materials,2019.0,196,0.99274599,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41565-022-01148-7,Characterization of the structure and chemistry of the solid–electrolyte interface by cryo-EM leads to high-performance solid-state Li-metal batteries,2022.0,194,0.99671409,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-023-41808-3,Phase regulation enabling dense polymer-based composite electrolytes for solid-state lithium metal batteries,2023.0,194,0.99857682,https://www.nature.com/articles/s41467-023-41808-3.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1038/nnano.2017.27,Revealing the reaction mechanisms of Li–O2 batteries using environmental transmission electron microscopy,2017.0,191,0.99152133,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1039/c9ta01911a,Acid induced conversion towards a robust and lithiophilic interface for Li–Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> solid-state batteries,2019.0,191,0.99050229,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1016/j.ensm.2022.08.028,Enabling robust structural and interfacial stability of micron-Si anode toward high-performance liquid and solid-state lithium-ion batteries,2022.0,191,0.99661064,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1021/acs.nanolett.0c02489,Densified Li<sub>6</sub>PS<sub>5</sub>Cl Nanorods with High Ionic Conductivity and Improved Critical Current Density for All-Solid-State Lithium Batteries,2020.0,190,0.99114139,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.jpowsour.2012.04.101,High rate cycling performance of lanthanum-modified Li4Ti5O12 anode materials for lithium-ion batteries,2012.0,187,0.99462019,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/anie.202003177,Building an Air Stable and Lithium Deposition Regulable Garnet Interface from Moderate‐Temperature Conversion Chemistry,2020.0,187,0.99269593,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.202103403,In‐Situ Intermolecular Interaction in Composite Polymer Electrolyte for Ultralong Life Quasi‐Solid‐State Lithium Metal Batteries,2021.0,187,0.99371794,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202200401,Long‐Cycling Sulfide‐Based All‐Solid‐State Batteries Enabled by Electrochemo‐Mechanically Stable Electrodes,2022.0,186,0.99652203,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.202000547,In Situ Construction of an Ultra‐Stable Conductive Composite Interface for High‐Voltage All‐Solid‐State Lithium Metal Batteries,2020.0,185,0.99205609,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-023-39197-8,A family of oxychloride amorphous solid electrolytes for long-cycling all-solid-state lithium batteries,2023.0,185,0.99837642,https://www.nature.com/articles/s41467-023-39197-8.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202100921,Superior All‐Solid‐State Batteries Enabled by a Gas‐Phase‐Synthesized Sulfide Electrolyte with Ultrahigh Moisture Stability and Ionic Conductivity,2021.0,183,0.9940611,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsenergylett.1c02428,Lithium Argyrodite Sulfide Electrolytes with High Ionic Conductivity and Air Stability for All-Solid-State Li-Ion Batteries,2021.0,183,0.99060734,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsmaterialslett.1c00142,Lithium Ytterbium-Based Halide Solid Electrolytes for High Voltage All-Solid-State Batteries,2021.0,182,0.99205706,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1126/sciadv.add5189,Eliminating interfacial O-involving degradation in Li-rich Mn-based cathodes for all-solid-state lithium batteries,2022.0,182,0.99622645,https://www.science.org/doi/pdf/10.1126/sciadv.add5189?download=true,True,Yearly TOP 1.0% cited,1,Success (Crawling)
10.1002/aenm.201903993,The Role of Interlayer Chemistry in Li‐Metal Growth through a Garnet‐Type Solid Electrolyte,2020.0,181,0.99104677,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.201903939,Selectively Wetted Rigid–Flexible Coupling Polymer Electrolyte Enabling Superior Stability and Compatibility of High‐Voltage Lithium Metal Batteries,2020.0,181,0.99180826,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41563-021-00943-2,Electrolyte melt infiltration for scalable manufacturing of inorganic all-solid-state lithium-ion batteries,2021.0,178,0.99418464,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.jpowsour.2016.05.111,Achieving high capacity in bulk-type solid-state lithium ion battery based on Li 6.75 La 3 Zr 1.75 Ta 0.25 O 12 electrolyte: Interfacial resistance,2016.0,177,0.9907386,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/aenm.202102932,In Situ Fabricated Quasi‐Solid Polymer Electrolyte for High‐Energy‐Density Lithium Metal Battery Capable of Subzero Operation,2021.0,177,0.99087661,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsnano.1c11098,"One-Step, Vacuum-Assisted Construction of Micrometer-Sized Nanoporous Silicon Confined by Uniform Two-Dimensional N-Doped Carbon toward Advanced Li Ion and MXene-Based Li Metal Batteries",2022.0,176,0.99613278,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.ensm.2022.02.014,A 3D interconnected metal-organic framework-derived solid-state electrolyte for dendrite-free lithium metal battery,2022.0,176,0.99590616,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/adma.201804684,In Situ Li<sub>3</sub>PS<sub>4</sub> Solid‐State Electrolyte Protection Layers for Superior Long‐Life and High‐Rate Lithium‐Metal Anodes,2018.0,175,0.99054612,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsami.9b02182,"Healable, Highly Conductive, Flexible, and Nonflammable Supramolecular Ionogel Electrolytes for Lithium-Ion Batteries",2019.0,175,0.99014387,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/advs.202104277,In Situ Construction a Stable Protective Layer in Polymer Electrolyte for Ultralong Lifespan Solid‐State Lithium Metal Batteries,2022.0,175,0.99604911,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202002325,All‐Solid‐State Batteries with a Limited Lithium Metal Anode at Room Temperature using a Garnet‐Based Electrolyte,2020.0,174,0.99044298,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.201600793,Identifying Reactive Sites and Transport Limitations of Oxygen Reactions in Aprotic Lithium‐O<sub>2</sub> Batteries at the Stage of Sudden Death,2016.0,173,0.99186531,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41560-023-01356-y,Inorganic glass electrolytes with polymer-like viscoelasticity,2023.0,173,0.99817586,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsenergylett.0c02617,Bifunctional Interphase-Enabled Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub> Electrolytes for Lithium–Sulfur Battery,2021.0,172,0.99472911,,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1021/acsenergylett.2c00003,"Critical Current Densities for High-Performance All-Solid-State Li-Metal Batteries: Fundamentals, Mechanisms, Interfaces, Materials, and Applications",2022.0,172,0.99591109,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41467-023-38037-z,Boosting the interfacial superionic conduction of halide solid electrolytes for all-solid-state batteries,2023.0,169,0.9980329,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsami.9b22968,Interphase Formation of PEO<sub>20</sub>:LiTFSI–Li<sub>6</sub>PS<sub>5</sub>Cl Composite Electrolytes with Lithium Metal,2020.0,167,0.99003294,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/adma.202004711,Constructing Li‐Rich Artificial SEI Layer in Alloy–Polymer Composite Electrolyte to Achieve High Ionic Conductivity for All‐Solid‐State Lithium Metal Batteries,2021.0,167,0.99267932,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202100836,Advanced High‐Voltage All‐Solid‐State Li‐Ion Batteries Enabled by a Dual‐Halogen Solid Electrolyte,2021.0,167,0.99041449,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.chempr.2021.06.019,In situ formation of polymer-inorganic solid-electrolyte interphase for stable polymeric solid-state lithium-metal batteries,2021.0,165,0.99177399,http://www.cell.com/article/S2451929421003235/pdf,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.ensm.2021.12.004,In-situ generation of fluorinated polycarbonate copolymer solid electrolytes for high-voltage Li-metal batteries,2021.0,164,0.99089033,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41467-022-35667-7,A gradient oxy-thiophosphate-coated Ni-rich layered oxide cathode for stable all-solid-state Li-ion batteries,2023.0,163,0.99784069,https://www.nature.com/articles/s41467-022-35667-7.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acssuschemeng.9b00143,Composite Solid Polymer Electrolyte with Garnet Nanosheets in Poly(ethylene oxide),2019.0,162,0.99067897,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/adfm.202010620,Linking Solid Electrolyte Degradation to Charge Carrier Transport in the Thiophosphate‐Based Composite Cathode toward Solid‐State Lithium‐Sulfur Batteries,2021.0,162,0.99094524,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202010620,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.ensm.2022.10.055,Polymer-in-salt electrolyte enables ultrahigh ionic conductivity for advanced solid-state lithium metal batteries,2022.0,162,0.99537904,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1021/acsami.7b15808,Nasicon-Type Surface Functional Modification in Core–Shell LiNi<sub>0.5</sub>Mn<sub>0.3</sub>Co<sub>0.2</sub>O<sub>2</sub>@NaTi<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub> Cathode Enhances Its High-Voltage Cycling Stability and Rate Capacity toward Li-Ion Batteries,2018.0,161,0.9917401,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/advs.202003887,In Situ Polymerization Permeated Three‐Dimensional Li<sup>+</sup>‐Percolated Porous Oxide Ceramic Framework Boosting All Solid‐State Lithium Metal Battery,2021.0,161,0.99283084,,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.jpowsour.2021.229934,Poly(ethylene glycol) brush on Li6.4La3Zr1.4Ta0.6O12 towards intimate interfacial compatibility in composite polymer electrolyte for flexible all-solid-state lithium metal batteries,2021.0,161,0.99313229,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41560-023-01231-w,Critical interphase overpotential as a lithium dendrite-suppression criterion for all-solid-state lithium battery design,2023.0,161,0.99779549,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-023-37564-z,Realizing high-capacity all-solid-state lithium-sulfur batteries using a low-density inorganic solid-state electrolyte,2023.0,161,0.99777116,https://www.nature.com/articles/s41467-023-37564-z.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202310147,Universal F4‐Modified Strategy on Metal–Organic Framework to Chemical Stabilize PVDF‐HFP as Quasi‐Solid‐State Electrolyte,2023.0,159,0.99773005,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1039/c3ee23753b,Lithium electrochemistry and cycling behaviour of ionic liquids using cyano based anions,2013.0,158,0.99179772,https://pubs.rsc.org/en/content/articlepdf/2013/ee/c3ee23753b,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41467-022-29531-x,High-energy and durable lithium metal batteries using garnet-type solid electrolytes with tailored lithium-metal compatibility,2022.0,157,0.99487172,https://www.nature.com/articles/s41467-022-29531-x.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202200967,Two‐Dimensional Fluorinated Graphene Reinforced Solid Polymer Electrolytes for High‐Performance Solid‐State Lithium Batteries,2022.0,157,0.99504414,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.ensm.2023.02.008,4.2V polymer all-solid-state lithium batteries enabled by high-concentration PEO solid electrolytes,2023.0,157,0.99766461,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/adma.202304686,Hybrid Crosslinked Solid Polymer Electrolyte via In‐Situ Solidification Enables High‐Performance Solid‐State Lithium Metal Batteries,2023.0,157,0.99768097,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202304686,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202100943,Ultrathin Yet Robust Single Lithium‐Ion Conducting Quasi‐Solid‐State Polymer‐Brush Electrolytes Enable Ultralong‐Life and Dendrite‐Free Lithium‐Metal Batteries,2021.0,155,0.99175966,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.jechem.2022.01.008,Dielectric polymer based electrolytes for high-performance all-solid-state lithium metal batteries,2022.0,155,0.99499478,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/aenm.202200660,Super Long‐Cycling All‐Solid‐State Battery with Thin Li <sub>6</sub> PS <sub>5</sub> Cl‐Based Electrolyte,2022.0,155,0.99472875,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.nanoen.2019.103895,In-situ visualization of lithium plating in all-solid-state lithium-metal battery,2019.0,154,0.99016545,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/adfm.202001444,Design of a Multifunctional Interlayer for NASCION‐Based Solid‐State Li Metal Batteries,2020.0,154,0.99049254,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202001444,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adfm.202104300,Glassy Metal–Organic‐Framework‐Based Quasi‐Solid‐State Electrolyte for High‐Performance Lithium‐Metal Batteries,2021.0,154,0.99084067,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202104300,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.ensm.2022.02.035,Integrated design of ultrathin crosslinked network polymer electrolytes for flexible and stable all-solid-state lithium batteries,2022.0,152,0.99480265,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1016/j.ensm.2022.02.048,Topology crafting of polyvinylidene difluoride electrolyte creates ultra-long cycling high-voltage lithium metal solid-state batteries,2022.0,152,0.99445791,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/adma.202203281,Long‐Life Lithium‐Metal All‐Solid‐State Batteries and Stable Li Plating Enabled by In Situ Formation of Li<sub>3</sub>PS<sub>4</sub> in the SEI Layer,2022.0,152,0.99463515,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adma.202211047,Fluorinated Li<sub>10</sub>GeP<sub>2</sub>S<sub>12</sub> Enables Stable All‐Solid‐State Lithium Batteries,2023.0,152,0.99750919,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202211047,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/adfm.202111026,Interfacial and Ionic Modulation of Poly (Ethylene Oxide) Electrolyte Via Localized Iodization to Enable Dendrite‐Free Lithium Metal Batteries,2021.0,149,0.99060208,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1038/s41467-023-39686-w,"Realizing long-cycling all-solid-state Li-In||TiS2 batteries using Li6+xMxAs1-xS5I (M=Si, Sn) sulfide solid electrolytes",2023.0,147,0.99726405,https://www.nature.com/articles/s41467-023-39686-w.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsenergylett.1c02332,Multifunctional Interface for High-Rate and Long-Durable Garnet-Type Solid Electrolyte in Lithium Metal Batteries,2021.0,146,0.99047397,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.ensm.2022.06.037,Insight into the integration way of ceramic solid-state electrolyte fillers in the composite electrolyte for high performance solid-state lithium metal battery,2022.0,146,0.99396035,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1038/s41563-023-01627-9,Extreme lithium-metal cycling enabled by a mixed ion- and electron-conducting garnet three-dimensional architecture,2023.0,146,0.99722724,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202200501,Hierarchically Self‐Assembled MOF Network Enables Continuous Ion Transport and High Mechanical Strength,2022.0,145,0.9939159,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.ensm.2022.12.048,Novel PEO-based composite electrolyte for low-temperature all-solid-state lithium metal batteries enabled by interfacial cation-assistance,2023.0,145,0.99719044,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/adfm.202101556,Smart Construction of an Intimate Lithium | Garnet Interface for All‐Solid‐State Batteries by Tuning the Tension of Molten Lithium,2021.0,144,0.9924597,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.ensm.2021.06.030,Three–dimensional fiber network reinforced polymer electrolyte for dendrite–free all–solid–state lithium metal batteries,2021.0,144,0.99025435,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1016/j.joule.2022.02.015,Thermal runaway routes of large-format lithium-sulfur pouch cell batteries,2022.0,144,0.99371391,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1002/adma.202202143,Ion–Dipole Interaction Regulation Enables High‐Performance Single‐Ion Polymer Conductors for Solid‐State Batteries,2022.0,144,0.9939505,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.ensm.2022.06.011,In-situ construction of Li-Mg/LiF conductive layer to achieve an intimate lithium-garnet interface for all-solid-state Li metal battery,2022.0,143,0.99394053,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/aenm.202202854,Halide Solid‐State Electrolytes: Stability and Application for High Voltage All‐Solid‐State Li Batteries,2022.0,142,0.99321648,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1002/anie.202314155,High‐Entropy Lithium Argyrodite Solid Electrolytes Enabling Stable All‐Solid‐State Batteries,2023.0,142,0.99707156,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202314155,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.ensm.2022.04.035,Constructing 3D Li+-percolated transport network in composite polymer electrolytes for rechargeable quasi-solid-state lithium batteries,2022.0,141,0.99361059,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1002/adma.202205560,Enabling High‐Voltage “Superconcentrated Ionogel‐in‐Ceramic” Hybrid Electrolyte with Ultrahigh Ionic Conductivity and Single Li<sup>+</sup>‐Ion Transference Number,2022.0,141,0.99344789,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1021/acsenergylett.1c02756,All-Solid-State Lithium Batteries: Li<sup>+</sup>-Conducting Ionomer Binder for Dry-Processed Composite Cathodes,2022.0,139,0.99271878,,False,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41467-023-36401-7,Surface engineering of inorganic solid-state electrolytes via interlayers strategy for developing long-cycling quasi-all-solid-state lithium batteries,2023.0,138,0.99684691,https://www.nature.com/articles/s41467-023-36401-7.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.joule.2022.02.008,Solid-state lithium battery cathodes operating at low pressures,2022.0,137,0.99235915,http://www.cell.com/article/S2542435122000897/pdf,True,Yearly TOP 1.0% cited,1,Success (Sci-Hub)
10.1038/s41467-023-35920-7,Understanding the failure process of sulfide-based all-solid-state lithium batteries via operando nuclear magnetic resonance spectroscopy,2023.0,136,0.99673649,https://www.nature.com/articles/s41467-023-35920-7.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.ensm.2023.02.012,"In situ 3D crosslinked gel polymer electrolyte for ultra-long cycling, high-voltage, and high-safety lithium metal batteries",2023.0,136,0.99674467,,False,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1038/s41467-022-34855-9,Effect of current density on the solid electrolyte interphase formation at the lithium∣Li6PS5Cl interface,2022.0,135,0.99278789,https://www.nature.com/articles/s41467-022-34855-9.pdf,True,Yearly TOP 1.0% cited,1,Success (API)
10.1002/aenm.202204028,12 µm‐Thick Sintered Garnet Ceramic Skeleton Enabling High‐Energy‐Density Solid‐State Lithium Metal Batteries,2023.0,135,0.99671164,,False,Yearly TOP 1.0% cited,1,Success (API)
10.1016/j.chempr.2022.01.002,Regulating liquid and solid-state electrolytes for solid-phase conversion in Li–S batteries,2022.0,133,0.99286657,,True,Yearly TOP 1.0% cited,1,Failed (Crawling Timeout or Error)
10.1021/jacs.3c07482,Ion–Dipole-Interaction-Induced Encapsulation of Free Residual Solvent for Long-Cycle Solid-State Lithium Metal Batteries,2023.0,133,0.99660971,,False,Yearly TOP 1.0% cited,1,Success (Crawling)
